ts,match_id,room_id,turn_index,actor_id,enemy_id,chosen_action_kind,chosen_skill_id,chosen_action_group,dmg_to_enemy,heal_to_self,effect_applied,enemy_hp_after,actor_hp_after,battle_finished,winner_id,actor.level,actor.hp,actor.hp_pct,actor.power,actor.attack,actor.defense,actor.dmg_min,actor.dmg_max,actor.atk_boost_min,actor.atk_boost_max,actor.pct_damage,actor.pct_crit,actor.pct_evade,actor.pct_resist,actor.pct_escape,actor.pct_negate,enemy.level,enemy.hp,enemy.hp_pct,enemy.power,enemy.attack,enemy.defense,enemy.dmg_min,enemy.dmg_max,enemy.atk_boost_min,enemy.atk_boost_max,enemy.pct_damage,enemy.pct_crit,enemy.pct_evade,enemy.pct_resist,enemy.pct_escape,enemy.pct_negate,mask.num_specials_valid_off,mask.num_specials_valid_def,mask.num_support_valid,mask.num_masters_valid_off,mask.num_masters_valid_def,mask.num_masters_support
2025-08-24T01:36:41.719Z,room1-1755999394614,room1,1,playerB,playerA,BASIC_ATTACK,,offense,5,0,DAMAGE,33,31,false,,1,31,0.775,8,10,8,1,6,1,10,55,10,0,0,0,35,1,38,0.95,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:36:43.036Z,room1-1755999394614,room1,2,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,31,30,false,,1,30,0.75,8,10,8,1,6,1,10,55,10,0,0,0,35,1,33,0.825,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:36:44.254Z,room1-1755999394614,room1,3,playerB,playerA,BASIC_ATTACK,,offense,6,0,DAMAGE,25,27,false,,1,27,0.675,8,10,8,1,6,1,10,55,10,0,0,0,35,1,31,0.775,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:36:45.528Z,room1-1755999394614,room1,4,playerB,playerA,BASIC_ATTACK,,offense,5,0,DAMAGE,20,24,false,,1,24,0.6,8,10,8,1,6,1,10,55,10,0,0,0,35,1,25,0.625,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:36:46.823Z,room1-1755999394614,room1,5,playerB,playerA,BASIC_ATTACK,,offense,5,0,DAMAGE,15,23,false,,1,23,0.575,8,10,8,1,6,1,10,55,10,0,0,0,35,1,20,0.5,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:36:48.143Z,room1-1755999394614,room1,6,playerB,playerA,BASIC_ATTACK,,offense,0,0,NONE,15,17,false,,1,17,0.425,8,10,8,1,6,1,10,55,10,0,0,0,35,1,15,0.375,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:36:49.490Z,room1-1755999394614,room1,7,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,14,15,false,,1,15,0.375,8,10,8,1,6,1,10,55,10,0,0,0,35,1,15,0.375,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:36:50.714Z,room1-1755999394614,room1,8,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,12,10,false,,1,10,0.25,8,10,8,1,6,1,10,55,10,0,0,0,35,1,14,0.35,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:36:52.279Z,room1-1755999394614,room1,9,playerB,playerA,BASIC_ATTACK,,offense,5,0,DAMAGE,7,4,false,,1,4,0.1,8,10,8,1,6,1,10,55,10,0,0,0,35,1,12,0.3,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:24:32.434Z,room1-1755998659115,room1,1,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,36,35,false,,1,35,0.875,10,10,10,1,6,1,8,70,6,0,4,0,20,1,38,0.95,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:24:39.217Z,room1-1755998659115,room1,2,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,34,31,false,,1,31,0.775,10,10,10,1,6,1,8,70,6,0,4,0,20,1,36,0.9,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:24:48.485Z,room1-1755998659115,room1,3,playerB,playerA,BASIC_ATTACK,,offense,6,0,DAMAGE,28,26,false,,1,26,0.65,10,10,10,1,6,1,8,70,6,0,4,0,20,1,34,0.85,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:24:54.816Z,room1-1755998659115,room1,4,playerB,playerA,BASIC_ATTACK,,offense,0,0,NONE,28,22,false,,1,22,0.55,10,10,10,1,6,1,8,70,6,0,4,0,20,1,28,0.7,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:25:00.520Z,room1-1755998659115,room1,5,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,27,20,false,,1,20,0.5,10,10,10,1,6,1,8,70,6,0,4,0,20,1,28,0.7,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:25:07.610Z,room1-1755998659115,room1,6,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,25,14,false,,1,14,0.35,10,10,10,1,6,1,8,70,6,0,4,0,20,1,27,0.675,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:25:13.887Z,room1-1755998659115,room1,7,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,23,8,false,,1,8,0.2,10,10,10,1,6,1,8,70,6,0,4,0,20,1,25,0.625,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:25:21.729Z,room1-1755998659115,room1,8,playerB,playerA,BASIC_ATTACK,,offense,0,0,NONE,23,5,false,,1,5,0.125,10,10,10,1,6,1,8,70,6,0,4,0,20,1,23,0.575,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:26:56.647Z,room1-1755998804571,room1,1,playerB,playerA,BASIC_ATTACK,,offense,4,0,DAMAGE,39,37,false,,1,37,0.925,10,10,10,1,6,1,8,70,6,0,4,0,20,1,43,1.075,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:27:02.898Z,room1-1755998804571,room1,2,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,38,33,false,,1,33,0.825,10,10,10,1,6,1,8,70,6,0,4,0,20,1,39,0.975,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:27:09.267Z,room1-1755998804571,room1,3,playerB,playerA,BASIC_ATTACK,,offense,6,0,DAMAGE,32,30,false,,1,30,0.75,10,10,10,1,6,1,8,70,6,0,4,0,20,1,38,0.95,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:27:14.823Z,room1-1755998804571,room1,4,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,29,25,false,,1,25,0.625,10,10,10,1,6,1,8,70,6,0,4,0,20,1,32,0.8,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:27:21.451Z,room1-1755998804571,room1,5,playerB,playerA,BASIC_ATTACK,,offense,4,0,DAMAGE,25,19,false,,1,19,0.475,10,10,10,1,6,1,8,70,6,0,4,0,20,1,29,0.725,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:27:27.220Z,room1-1755998804571,room1,6,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,22,15,false,,1,15,0.375,10,10,10,1,6,1,8,70,6,0,4,0,20,1,25,0.625,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:27:33.494Z,room1-1755998804571,room1,7,playerB,playerA,BASIC_ATTACK,,offense,4,0,DAMAGE,18,11,false,,1,11,0.275,10,10,10,1,6,1,8,70,6,0,4,0,20,1,22,0.55,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:27:41.152Z,room1-1755998804571,room1,8,playerB,playerA,BASIC_ATTACK,,offense,6,0,DAMAGE,12,7,false,,1,7,0.175,10,10,10,1,6,1,8,70,6,0,4,0,20,1,18,0.45,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:27:49.265Z,room1-1755998804571,room1,9,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,10,2,false,,1,2,0.05,10,10,10,1,6,1,8,70,6,0,4,0,20,1,12,0.3,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:29:08.948Z,room1-1755998939162,room1,1,playerB,playerA,BASIC_ATTACK,,offense,4,0,DAMAGE,38,38,false,,1,38,0.95,10,10,10,1,6,1,8,70,6,0,4,0,20,1,42,1.05,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:29:14.954Z,room1-1755998939162,room1,2,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,35,34,false,,1,34,0.85,10,10,10,1,6,1,8,70,6,0,4,0,20,1,38,0.95,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:29:21.057Z,room1-1755998939162,room1,3,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,32,28,false,,1,28,0.7,10,10,10,1,6,1,8,70,6,0,4,0,20,1,35,0.875,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:29:26.576Z,room1-1755998939162,room1,4,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,31,26,false,,1,26,0.65,10,10,10,1,6,1,8,70,6,0,4,0,20,1,32,0.8,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:29:33.921Z,room1-1755998939162,room1,5,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,30,22,false,,1,22,0.55,10,10,10,1,6,1,8,70,6,0,4,0,20,1,31,0.775,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:29:42.950Z,room1-1755998939162,room1,6,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,28,21,false,,1,21,0.525,10,10,10,1,6,1,8,70,6,0,4,0,20,1,30,0.75,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:29:49.647Z,room1-1755998939162,room1,7,playerB,playerA,BASIC_ATTACK,,offense,6,0,DAMAGE,22,15,false,,1,15,0.375,10,10,10,1,6,1,8,70,6,0,4,0,20,1,28,0.7,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:29:56.717Z,room1-1755998939162,room1,8,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,19,11,false,,1,11,0.275,10,10,10,1,6,1,8,70,6,0,4,0,20,1,22,0.55,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:30:05.302Z,room1-1755998939162,room1,9,playerB,playerA,BASIC_ATTACK,,offense,5,0,DAMAGE,14,6,false,,1,6,0.15,10,10,10,1,6,1,8,70,6,0,4,0,20,1,19,0.475,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:30:12.473Z,room1-1755998939162,room1,10,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,13,3,false,,1,3,0.075,10,10,10,1,6,1,8,70,6,0,4,0,20,1,14,0.35,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:30:21.321Z,room1-1755998939162,room1,11,playerB,playerA,BASIC_ATTACK,,offense,5,0,DAMAGE,8,1,false,,1,1,0.025,10,10,10,1,6,1,8,70,6,0,4,0,20,1,13,0.325,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:31:41.639Z,room1-1755999091111,room1,1,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,37,36,false,,1,36,0.9,10,10,10,1,6,1,8,70,6,0,4,0,20,1,38,0.95,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:31:47.714Z,room1-1755999091111,room1,2,playerB,playerA,BASIC_ATTACK,,offense,5,0,DAMAGE,32,35,false,,1,35,0.875,10,10,10,1,6,1,8,70,6,0,4,0,20,1,37,0.925,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:31:54.490Z,room1-1755999091111,room1,3,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,31,34,false,,1,34,0.85,10,10,10,1,6,1,8,70,6,0,4,0,20,1,32,0.8,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:32:04.737Z,room1-1755999091111,room1,4,playerB,playerA,BASIC_ATTACK,,offense,5,0,DAMAGE,26,28,false,,1,28,0.7,10,10,10,1,6,1,8,70,6,0,4,0,20,1,31,0.775,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:32:12.075Z,room1-1755999091111,room1,5,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,23,25,false,,1,25,0.625,10,10,10,1,6,1,8,70,6,0,4,0,20,1,26,0.65,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:32:18.846Z,room1-1755999091111,room1,6,playerB,playerA,BASIC_ATTACK,,offense,5,0,DAMAGE,18,23,false,,1,23,0.575,10,10,10,1,6,1,8,70,6,0,4,0,20,1,23,0.575,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:32:25.204Z,room1-1755999091111,room1,7,playerB,playerA,BASIC_ATTACK,,offense,4,0,DAMAGE,14,19,false,,1,19,0.475,10,10,10,1,6,1,8,70,6,0,4,0,20,1,18,0.45,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:32:31.111Z,room1-1755999091111,room1,8,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,13,14,false,,1,14,0.35,10,10,10,1,6,1,8,70,6,0,4,0,20,1,14,0.35,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:32:36.905Z,room1-1755999091111,room1,9,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,11,9,false,,1,9,0.225,10,10,10,1,6,1,8,70,6,0,4,0,20,1,13,0.325,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:32:43.355Z,room1-1755999091111,room1,10,playerB,playerA,BASIC_ATTACK,,offense,5,0,DAMAGE,6,5,false,,1,5,0.125,10,10,10,1,6,1,8,70,6,0,4,0,20,1,11,0.275,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:33:58.234Z,room1-1755999230508,room1,1,playerB,playerA,BASIC_ATTACK,,offense,0,0,NONE,44,38,false,,1,38,0.95,10,10,10,1,6,1,8,70,6,0,4,0,20,1,44,1.1,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:34:04.850Z,room1-1755999230508,room1,2,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,42,33,false,,1,33,0.825,10,10,10,1,6,1,8,70,6,0,4,0,20,1,44,1.1,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:34:10.840Z,room1-1755999230508,room1,3,playerB,playerA,BASIC_ATTACK,,offense,6,0,DAMAGE,36,31,false,,1,31,0.775,10,10,10,1,6,1,8,70,6,0,4,0,20,1,42,1.05,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:34:17.206Z,room1-1755999230508,room1,4,playerB,playerA,BASIC_ATTACK,,offense,5,0,DAMAGE,31,29,false,,1,29,0.725,10,10,10,1,6,1,8,70,6,0,4,0,20,1,36,0.9,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:34:22.369Z,room1-1755999230508,room1,5,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,28,24,false,,1,24,0.6,10,10,10,1,6,1,8,70,6,0,4,0,20,1,31,0.775,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:34:28.904Z,room1-1755999230508,room1,6,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,26,21,false,,1,21,0.525,10,10,10,1,6,1,8,70,6,0,4,0,20,1,28,0.7,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:34:39.384Z,room1-1755999230508,room1,7,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,24,17,false,,1,17,0.425,10,10,10,1,6,1,8,70,6,0,4,0,20,1,26,0.65,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:34:46.479Z,room1-1755999230508,room1,8,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,23,16,false,,1,16,0.4,10,10,10,1,6,1,8,70,6,0,4,0,20,1,24,0.6,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:34:54.499Z,room1-1755999230508,room1,9,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,22,12,false,,1,12,0.3,10,10,10,1,6,1,8,70,6,0,4,0,20,1,23,0.575,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:35:00.557Z,room1-1755999230508,room1,10,playerB,playerA,BASIC_ATTACK,,offense,0,0,NONE,22,7,false,,1,7,0.175,10,10,10,1,6,1,8,70,6,0,4,0,20,1,22,0.55,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:35:06.784Z,room1-1755999230508,room1,11,playerB,playerA,BASIC_ATTACK,,offense,5,0,DAMAGE,17,5,false,,1,5,0.125,10,10,10,1,6,1,8,70,6,0,4,0,20,1,22,0.55,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T01:35:13.393Z,room1-1755999230508,room1,12,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,15,3,false,,1,3,0.075,10,10,10,1,6,1,8,70,6,0,4,0,20,1,17,0.425,8,10,11,1,6,1,6,55,10,5,10,0,20,0,0,0,0,0,0
2025-08-24T18:36:25.834Z,room1-1756060577918,room1,1,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,41,40,false,,1,40,1,10,10,11,1,4,1,6,40,0,5,0,5,50,1,44,1.1,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:36:27.251Z,room1-1756060577918,room1,2,playerB,playerA,BASIC_ATTACK,,offense,4,0,DAMAGE,37,36,false,,1,36,0.9,10,10,11,1,4,1,6,40,0,5,0,5,50,1,41,1.025,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:36:28.451Z,room1-1756060577918,room1,3,playerB,playerA,BASIC_ATTACK,,offense,0,0,NONE,37,32,false,,1,32,0.8,10,10,11,1,4,1,6,40,0,5,0,5,50,1,37,0.925,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:36:29.681Z,room1-1756060577918,room1,4,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,35,30,false,,1,30,0.75,10,10,11,1,4,1,6,40,0,5,0,5,50,1,37,0.925,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:36:30.948Z,room1-1756060577918,room1,5,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,33,26,false,,1,26,0.65,10,10,11,1,4,1,6,40,0,5,0,5,50,1,35,0.875,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:36:32.182Z,room1-1756060577918,room1,6,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,32,22,false,,1,22,0.55,10,10,11,1,4,1,6,40,0,5,0,5,50,1,33,0.825,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:36:33.464Z,room1-1756060577918,room1,7,playerB,playerA,BASIC_ATTACK,,offense,4,0,DAMAGE,28,21,false,,1,21,0.525,10,10,11,1,4,1,6,40,0,5,0,5,50,1,32,0.8,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:36:34.704Z,room1-1756060577918,room1,8,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,25,17,false,,1,17,0.425,10,10,11,1,4,1,6,40,0,5,0,5,50,1,28,0.7,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:36:35.968Z,room1-1756060577918,room1,9,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,22,15,false,,1,15,0.375,10,10,11,1,4,1,6,40,0,5,0,5,50,1,25,0.625,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:36:37.218Z,room1-1756060577918,room1,10,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,20,13,false,,1,13,0.325,10,10,11,1,4,1,6,40,0,5,0,5,50,1,22,0.55,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:36:38.514Z,room1-1756060577918,room1,11,playerB,playerA,BASIC_ATTACK,,offense,4,0,DAMAGE,16,12,false,,1,12,0.3,10,10,11,1,4,1,6,40,0,5,0,5,50,1,20,0.5,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:36:39.859Z,room1-1756060577918,room1,12,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,15,10,false,,1,10,0.25,10,10,11,1,4,1,6,40,0,5,0,5,50,1,16,0.4,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:36:43.787Z,room1-1756060577918,room1,13,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,13,6,false,,1,6,0.15,10,10,11,1,4,1,6,40,0,5,0,5,50,1,15,0.375,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:36:45.362Z,room1-1756060577918,room1,14,playerB,playerA,BASIC_ATTACK,,offense,0,0,NONE,13,4,false,,1,4,0.1,10,10,11,1,4,1,6,40,0,5,0,5,50,1,13,0.325,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:36:48.021Z,room1-1756060577918,room1,15,playerB,playerA,BASIC_ATTACK,,offense,0,0,NONE,13,2,false,,1,2,0.05,10,10,11,1,4,1,6,40,0,5,0,5,50,1,13,0.325,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:36:49.808Z,room1-1756060577918,room1,16,playerB,playerA,BASIC_ATTACK,,offense,4,0,DAMAGE,9,2,false,,1,2,0.05,10,10,11,1,4,1,6,40,0,5,0,5,50,1,13,0.325,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:37:28.181Z,room1-1756060642210,room1,1,playerB,playerA,BASIC_ATTACK,,offense,1,0,DAMAGE,43,44,false,,1,44,1.1,10,10,11,1,4,1,6,40,0,5,0,5,50,1,44,1.1,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:37:29.732Z,room1-1756060642210,room1,2,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,41,40,false,,1,40,1,10,10,11,1,4,1,6,40,0,5,0,5,50,1,43,1.075,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:37:31.137Z,room1-1756060642210,room1,3,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,38,39,false,,1,39,0.975,10,10,11,1,4,1,6,40,0,5,0,5,50,1,41,1.025,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:37:32.539Z,room1-1756060642210,room1,4,playerB,playerA,BASIC_ATTACK,,offense,0,0,NONE,38,39,false,,1,39,0.975,10,10,11,1,4,1,6,40,0,5,0,5,50,1,38,0.95,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:37:33.962Z,room1-1756060642210,room1,5,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,35,36,false,,1,36,0.9,10,10,11,1,4,1,6,40,0,5,0,5,50,1,38,0.95,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:37:35.380Z,room1-1756060642210,room1,6,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,33,32,false,,1,32,0.8,10,10,11,1,4,1,6,40,0,5,0,5,50,1,35,0.875,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:37:36.771Z,room1-1756060642210,room1,7,playerB,playerA,BASIC_ATTACK,,offense,0,0,NONE,33,31,false,,1,31,0.775,10,10,11,1,4,1,6,40,0,5,0,5,50,1,33,0.825,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:37:38.135Z,room1-1756060642210,room1,8,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,31,28,false,,1,28,0.7,10,10,11,1,4,1,6,40,0,5,0,5,50,1,33,0.825,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:37:39.508Z,room1-1756060642210,room1,9,playerB,playerA,BASIC_ATTACK,,offense,0,0,NONE,31,26,false,,1,26,0.65,10,10,11,1,4,1,6,40,0,5,0,5,50,1,31,0.775,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:37:40.937Z,room1-1756060642210,room1,10,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,29,23,false,,1,23,0.575,10,10,11,1,4,1,6,40,0,5,0,5,50,1,31,0.775,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:37:42.368Z,room1-1756060642210,room1,11,playerB,playerA,BASIC_ATTACK,,offense,0,0,NONE,29,23,false,,1,23,0.575,10,10,11,1,4,1,6,40,0,5,0,5,50,1,29,0.725,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:37:43.794Z,room1-1756060642210,room1,12,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,26,22,false,,1,22,0.55,10,10,11,1,4,1,6,40,0,5,0,5,50,1,29,0.725,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:37:45.264Z,room1-1756060642210,room1,13,playerB,playerA,BASIC_ATTACK,,offense,3,0,DAMAGE,23,19,false,,1,19,0.475,10,10,11,1,4,1,6,40,0,5,0,5,50,1,26,0.65,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
2025-08-24T18:37:46.623Z,room1-1756060642210,room1,14,playerB,playerA,BASIC_ATTACK,,offense,2,0,DAMAGE,21,15,false,,1,15,0.375,10,10,11,1,4,1,6,40,0,5,0,5,50,1,23,0.575,10,10,11,1,4,1,6,40,0,5,0,5,50,0,0,0,0,0,0
